,Tweets,Player,Cosine Similarity,sentiment
2667,#ipl2018 #cskvsrh final: out! ngidi removes deepak hooda for 3. sunrikane_williamsons hyderab_ab_ab_villiersliers_ab_ab_villiersliersad 144/5 in 17 overs vs chennai super kings https://www. indiatvnews.com/sports/cricket -ipl-final-live-cricket-score-csk-vs-srh-live-match-updates-online-ipl-2018-livescore-444168 û_,Deepak Hooda,0.0017324709632290148,0.636
1143,dhoni has scored 87 in 62 balls against bhuvneshwer! chennai super kings- 16/1 (4/20) watson- 5 in 13 balls du plessis- 10 in 11 balls: out c & b sandeep sharbhajan_singhma #cskvsrh @sunilyashkalra #whistlepodu #orangearmy #ipl2018 #iplfinal pic.twitter.com/cgx0h5hqrj,Sandeep Sharma,0.04096622281943801,0.636
1997,"two wickets in one over! after parthiv harshal_patel 's wicket, gopal finishes an easy caught and bowled chance to dismiss moeen ali for 1. #rcb 77/3 after 9 overs #ipl2018 #rrvrcb",Parthiv Patel,0.001952095874529527,0.636
2968,#ipl2018 #cskvkxip match 56: out! bravo removes david miller for 24. kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 80/5 in 12.1 overs vs chennai super kings https://www. indiatvnews.com/sports/cricket -live-score?matchid=ckkp05202018186226&team1=chennai&team2=punjab_ab_ab_villiersliers_ab_ab_villiersliers&date=20052018 û_,David Miller,0.0016004639281245463,0.636
1394,#ipl2018 #cskvkxip out! karun nair 54 (26) c chahr b bravo. kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 150/9 in 18.5 over vs chennai super kings https://www. indiatoday.in/sports/story/i pl-2018-csk-vs-kxip-live-cricket-score-lungi-ngidi-double-rocks-kxip-1237496-2018-05-20 û_,Karun Nair,0.0015823743901791341,0.636
1393,#ipl2018 #cskvkxip match 56: fifty! karun nair slams 10th half-century of his ipl career. kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 150/8 in 18.4 overs vs chennai super kings https://www. indiatvnews.com/sports/cricket -live-score?matchid=ckkp05202018186226&team1=chennai&team2=punjab_ab_ab_villiersliers_ab_ab_villiersliers&date=20052018 û_,Karun Nair,0.0014620845626919987,0.636
1911,#ipl2018 #cskvkxip match 56: out! thakur removes axar harshal_patel for 14. kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 116/6 in 16.3 overs vs chennai super kings https://www. indiatvnews.com/sports/cricket -ipl-live-cricket-score-ipl-live-blog-live-updates-chennai-super-kings-vs-kings-xi-punjab_ab_ab_villiersliers_ab_ab_villiersliers-56th-match-443129 û_,Axar Patel,0.001415384054791256,0.636
1915,#ipl2018 #cskvkxip out! axar harshal_patel 14 (12 balls) c billings b thakur. kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 116/6 in 16.3 overs vs chennai super kings. https://www. indiatoday.in/sports/story/i pl-2018-csk-vs-kxip-live-cricket-score-ravindra_jadeja-bravo-strike-to-leave-kxip-reeling-1237496-2018-05-20 û_,Axar Patel,0.0015777836351981702,0.636
2972,#ipl2018 #cskvkxip out! david miller b dwayne bravo 24 (22 balls). kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 80/5 in 12.1 overs vs chennai super kings https://www. indiatoday.in/sports/story/i pl-2018-csk-vs-kxip-live-cricket-score-ravindra_jadeja-snares-tiwary-to-break-60-run-stand-1237496-2018-05-20 û_,David Miller,0.0015621600569156594,0.636
1894,#ipl2018 #cskvkxip match 56: out! mohit sharbhajan_singhma removes ambati rayudu for 1. chennai super kings 3/1 in 1.2 overs vs kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers (153-all out),Mohit Sharma,0.0368913997678827,0.636
999,"#ipl2018playoffs #ipl2018 #srhvcsk out! ravindra jadeja c & b sandeep 3 (5 balls). chennai super kings 62/6 in 12.3 overs, need 78 from 45 balls vs sunrikane_williamsons hyderab_ab_ab_villiersliers_ab_ab_villiersliersad (139/7) https://www. indiatoday.in/sports/story/i pl-2018-qualifier-1-srh-vs-csk-live-cricket-score-rashid-double-leaves-csk-reeling-1238822-2018-05-22 û_",Ravindra Jadeja,0.01655898453486994,0.636
263,#ipl2018 #cskvsrh final: out! bravo removes shakib al hasan for 23. sunrikane_williamsons hyderab_ab_ab_villiersliers_ab_ab_villiersliersad 133/4 in 15.5 overs vs chennai super kings https://www. indiatvnews.com/sports/cricket -live-score?matchid=cksh05272018186230&team1=chennai&team2=hyderab_ab_ab_villiersliers_ab_ab_villiersliersad&date=27052018 û_,Shakib Al Hasan,0.001636431624460969,0.636
1385,#ipl2018 #cskvkxip match 56: out! bravo removes karun nair for 54. kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 150/9 in 18.5 overs vs chennai super kings https://www. indiatvnews.com/sports/cricket -ipl-live-cricket-score-ipl-live-blog-live-updates-chennai-super-kings-vs-kings-xi-punjab_ab_ab_villiersliers_ab_ab_villiersliers-56th-match-443129 û_,Karun Nair,0.0014196682145580107,0.636
2463,#ipl2018 #cskvkxip out! aaron finch 5(6) c raina b chaharbhajan_singh kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 14/2 in 2.5 over vs chennai super kings https://www. indiatoday.in/sports/story/i pl-2018-csk-vs-kxip-live-cricket-score-mi-loss-keeps-kxip-hopes-alive-as-csk-bowl-1237496-2018-05-20 â¦,Aaron Finch,0.001603945749608048,0.636
2461,#ipl2018 #cskvkxip match 56: out! chaharbhajan_singh removes aaron finch for 4. kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 14/2 in 2.5 overs vs chennai super kings https://www. indiatvnews.com/sports/cricket -live-score?matchid=ckkp05202018186226&team1=chennai&team2=punjab_ab_ab_villiersliers_ab_ab_villiersliers&date=20052018 â¦,Aaron Finch,0.0016507310351673188,0.636
1144,#ipl2018 #cskvsrh final: out! sandeep sharbhajan_singhma removes du plessis for 10. chennai super kings 16/1 in 4 overs against sunrikane_williamsons hyderab_ab_ab_villiersliers_ab_ab_villiersliersad (178/6) at wankhede stadium https://www. indiatvnews.com/sports/cricket -ipl-final-live-cricket-score-csk-vs-srh-live-match-updates-online-ipl-2018-livescore-444168 û_,Sandeep Sharma,0.0016448952689932011,0.636
3118,@jadhavkedar bhai aapse ek photo manga to kitna adinesh_dinesh_dinesh_dinesh_karthikkikhik se bole ki 15mins baad dunga. fir meine socha ki legends like mike hussey happily gave a pic but honestly our indians do not treat there fans well..kane_williamsoniously you guys need to learn from off shore players. #ipl2018,Kedar Jadhav,0.001055496687886355,0.6325
240,"#ipl2018 win : at the auction, csk were criticised for picking up nine players in their 30s includinesh_dinesh_dinesh_dinesh_dinesh_dinesh_karthikkikhikthikh_dinesh_dinesh_dinesh_dinesh_dinesh_karthikkikhikthikg shane watson and ambati rayudu , who eventually were instrumental in the team's triumph. http:// mybs.in/2vn0iqh",Ambati Rayudu,0.0652398710532998,0.6249
3181,1)ajinkya rahane 2)rahul tripathi 3)d'arcy short 4)sanju samson 5) jos butler 6)ben stokes 7)k gowtham 8) ankit sharbhajan_singhma 9)jofra archer 10)dhawal kuldinesh_dinesh_dinesh_dinesh_karthikkikhikni 11)jaydev unadkat #jazbajeetka #hallabol #ipl2018 #predictandwin #srhvsrr join in @angeleyess4uin @harbhajan_singhshjain27,Ankit Sharma,0.0017131646625750477,0.6249
516,"this #ipl2018 i guess we have seen last of dj bravo, ab de ab_ab_villiersliers , gautam gambati_ambati_rayuduyuduhir and the legendary the great stuart binny. #iplt20",AB de Villiers,0.0021376564167782863,0.6249
2703,"this #ipl2018 i guess we have seen last of dj bravo, ab de ab_ab_villiersliers, gautam gambati_ambati_rayuduyuduhir and the legendary the great stuart binny. #iplt20",Gautam Gambhir,0.0021376564167782863,0.6249
1640,"a commentator said ""smart play"" ab_ab_ab_villiersliers_ab_ab_villiersliersout something yusuf pathan did. now i've seen everything. #ipl2018 #cskvsrh",Yusuf Pathan,0.00213801809019087,0.6249
2900,"this #ipl2018 i guess we have seen last of dj bravo, ab de ab_ab_villiersliers, gautam gambati_ambati_rayuduyuduhir and the legendary the great stuart binny . #iplt20",Stuart Binny,0.0021376564167782863,0.6249
2944,man of the match was stuart binny by scorring 0(3) in 3 balls great knock by staurt binny #kkrvrr #ipl2018,Stuart Binny,0.002287208785251401,0.6249
3200,a mix-up and naman ojha is out for 1 superb reflexes from rashid khan. dd - 133/4 (16.2 overs) #ipl2018 #srhvdd,Naman Ojha,0.0492485045262646,0.6249
553,virat kohli : great at everything except captaining tournaments http://www. sify.com/sports/viratvirat_kohlii-g reat-at-everything-except-captaining-tournaments-imagegallery-cricket-sf3p6sifcifeg.html û_ #ipl2018,Virat Kohli,0.0012803722217052916,0.6249
3053,would be great to see anureet singh get another game ahead of dhawal kuldinesh_dinesh_dinesh_dinesh_karthikkikhikni rr vs rcb preview: https:// goo.gl/pidrpb #cricket #ipl #ipl2018 #india #rrvrcb,Anureet Singh,0.0019949100831036528,0.6249
3201,a mix-up and naman ojha is out for 1 superb reflexes from rashid khan. dd - 133/4 (16.2 overs) #ipl2018 #srhvdd,Naman Ojha,0.0492485045262646,0.6249
1546,yesterday it was shreyas gopal & ish sodhi today it is amit mishra & sandeep lamichane leg spinners having a great tim_tim_southeee in the last two afternoon games #ddvmi #ipl2018,Amit Mishra,0.0018102425527540401,0.6249
2004,would be great to see anureet singh get another game ahead of dhawal kuldinesh_dinesh_dinesh_dinesh_karthikkikhikni rr vs rcb preview: https:// goo.gl/pidrpb #cricket #ipl #ipl2018 #india #rrvrcb,Dhawal Kulkarni,0.0019949100831036528,0.6249
92,"#ipl2018 win : at the auction, csk were criticised for picking up nine players in their 30s includinesh_dinesh_dinesh_dinesh_dinesh_dinesh_karthikkikhikthikh_dinesh_dinesh_dinesh_dinesh_dinesh_karthikkikhikthikg shane watson and ambati rayudu, who eventually were instrumental in the team's triumph. http:// mybs.in/2vn0iqh",Shane Watson,0.0652398710532998,0.6249
2565,"you wanna win? get karn sharbhajan_singhma ! three years, three titles. #ipl2018 #ipl2018final",Karn Sharma,0.0024389795428744437,0.6239
56,"lesson from #ipl2018 - when your fundamentals are right, stay firm in the game till you win! #ipl #shane_shane_watson #watson @bhogleharbhajan_singhsha @anil4joseph pic.twitter.com/clgnkp0r3t",Shane Watson,0.024735532506885087,0.6239
837,"#ipl2018 out! now, yusuf pathan holes out to piyush chawla on 3 a brilliant catch from chawla as shivam mavi gets a wicket @sunrikane_williamsons slip to 138/7 in 18.1 overs #srhvkkr",Piyush Chawla,0.0018748878538801203,0.6239
2655,#cricbuzzlive congrats!!!! to get hit for the first 5 runs in 1ball first tim_tim_southeee in ipl2018 thanks to deepak hooda,Deepak Hooda,0.0022682215095640506,0.6209
1104,kane williamson wants give xoxo to sandeep sharbhajan_singhma . #cskvsrh #ipl2018final #ipl2018 pic.twitter.com/pbuwyy1kaj,Sandeep Sharma,0.03127068097010312,0.6124
2566,"3 - number of consecutive ipl titles won by karn sharbhajan_singhma (2016 srh, 2017 mi, 2018 csk). first player to do so(?) @ankit_sharbhajan_singhmadinesh_dinesh_dinesh_dinesh_karthikkikhikn03 @chennaiipl #ipl #ipl2018 #csk #cskvsrh #coverdriving",Karn Sharma,0.002010522595278448,0.6124
3020,"during post match presentation:- âhow come you scored only 2 t20 half centuries playing for india while you scored 2 50âs in 5 games in #ipl2018 ?â @msdhoni : âyes off course, i donât get to play pawan negi , md siraj, corey anderson & flat pitch while playing for indiaâ",Pawan Negi,0.0012275688657936094,0.6124
1434,"ajinkya rahane , a technically sound cricketer, is more suited to tests and maybe odis, but not t20s... he simply can't accelerate the scoring rate to save anyone's life, leave aside the match... @rajasthanroyals #kkrvrr #ipl2018 #ipl2018playoffs",Ajinkya Rahane,0.0013783277375944878,0.6124
1105,csk won by sandeep sharbhajan_singhma ! #iplfinal #ipl2018 #cskvssrh,Sandeep Sharma,0.0048277913417105,0.6114
2088,just hoping that @sunrikane_williamsons will do it this tim_tim_southeee.! and also hoping that shubam gill is not a fan of faf du plessis #kkrvssrh #ipl2018,Faf du Plessis,0.03711890051950846,0.6033
2562,irony of ipl karn sharbhajan_singhma won three consecutive ipl for three different teams other hand #virat and #abd never winning ipl trophy. #ipl2018final #cskvsrh #ipl2018 #whistlepodu #iplfinal,Karn Sharma,0.001863587938106293,0.6025
2561,irony of ipl karn sharbhajan_singhma won three consecutive ipl for three different teams other hand #virat and #abd never winning ipl trophy. #ipl2018final #cskvsrh #ipl2018 #whistlepodu #iplfinal,Karn Sharma,0.001863587938106293,0.6025
2538,"what more will mayank agarwal & manish pandey have to do for getting dropped. mp is lucky to have the luxury of playing for #srh , ma on the other hand stands completely exposed. there has to be some lack of application to have a lean patch this long. #ipl2018",Mayank Agarwal,0.0012639497076292522,0.6003
1488,#ipl2019 #mi will be champion see the trent_trent_boultd.. @mipaltan @imro45 @sachin_rt #2019 #ipl2019 .. waiting for you champs... #cskvsrh #ipl2018final #ipl2018 #dhoni pic.twitter.com/ag6a9kjefj,Rohit Sharma,0.019669397686503637,0.5994
1371,"kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 153 all out in 19.4 overs ( karun nair 54; ngidi 4/10, thakur 2/33) vs chennai super kings #ipl2018 #cskvkxip",Karun Nair,0.0024086962824397084,0.5994
1380,"kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 153 all out in 19.4 overs ( karun nair 54; ngidi 4/10, thakur 2/33) vs chennai super kings #ipl2018 #cskvskxip live updates: http:// goo.gl/3amhhl live scorecard: http:// goo.gl/cdz3i7 pic.twitter.com/rgpnaaznro",Karun Nair,0.001616440369494731,0.5994
54,#ipl2018 awards... player of the final: shane watson (csk) emerging player: rishab_ab_ab_villiersliers_ab_ab_villiersliersh pant (dd) stylish player: rishab_ab_ab_villiersliers_ab_ab_villiersliersh pant (dd) intellgent thinking: ms dhoni (csk) fairplay: mumbai indians most valuab_ab_ab_villiersliers_ab_ab_villiersliersle player: sunil narine (kkr) super striker: sunil narine (kkr),Shane Watson,0.20935056368939772,0.5994
1819,#ddvmi harshal harshal_patel does it again. a couple of days back chennai and now knockout blow to mumbai out of #ipl2018 . we will be having a new champion now.,Harshal Patel,0.0018042826240437164,0.5994
1369,"kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 153 all out in 19.4 overs ( karun nair 54; ngidi 4/10, thakur 2/33) vs chennai super kings #ipl2018 #cskvkxip",Karun Nair,0.0024086962824397084,0.5994
1571,champion dance @chennaiipl @harbhajan_singh_anureet_yuvraj_singh @imraina @djbravo47 @mvj888 @msdhoni @ipl @imravindra_jadeja #whistlepodu #chennaisuperkings #cskvsrh #prideof18 #ipl #ipl2018 pic.twitter.com/4inmob37iz,Harbhajan Singh,0.0021980396639739606,0.5994
891,wicket beautiful from yuzvendra chahal . gets marcus stoinis yorked and shatters the stumps. kxip 50/4 after 6.5 overs. #ipl2018 #kxipvrcb,Yuzvendra Chahal,0.0022015613568427974,0.5994
2794,dear @chennaiipl please buy yuvraj_yuvraj_singhj_yuvraj_singh anureet_yuvraj_singh next year and change his fortune. doctor msd will give him the treatment he needs and dekane_williamsonves #cskvkxip #ipl2018,Yuvraj Singh,0.001703710434330445,0.5994
1370,"kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 153 all out in 19.4 overs ( karun nair 54; ngidi 4/10, thakur 2/33) vs chennai super kings #ipl2018 #cskvkxip",Karun Nair,0.0024086962824397084,0.5994
2086,chennai super kings xi @chennaiipl #ipl2018 shane watson ambati rayudu suresh raina faf du plessis ms dhoni (wk&c) dwayne bravo ravindra jadeja deepak chaharbhajan_singh imran tahir david willey / sharbhajan_singhdul thakur lungi ngidi #cskvsrh itûªs fixxxxxxxxxxx #finalteam,Faf du Plessis,0.16925631152074633,0.5994
1372,"kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 153 all out in 19.4 overs ( karun nair 54; ngidi 4/10, thakur 2/33) vs chennai super kings #ipl2018 #cskvkxip",Karun Nair,0.0024086962824397084,0.5994
2084,a1) faf du fafdu_plessis a2) chennai super kings #bsnliplmania #ipl2018 #bsnl #cskvssrh @nikecricket @republic_bharbhajan_singhat,Faf du Plessis,0.04674894687755137,0.5994
1373,"kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 153 all out in 19.4 overs ( karun nair 54; ngidi 4/10, thakur 2/33) vs chennai super kings #ipl2018 #cskvkxip",Karun Nair,0.0024086962824397084,0.5994
1374,"kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 153 all out in 19.4 overs ( karun nair 54; ngidi 4/10, thakur 2/33) vs chennai super kings #ipl2018 #cskvkxip",Karun Nair,0.0024086962824397084,0.5994
1375,"kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 153 all out in 19.4 overs ( karun nair 54; ngidi 4/10, thakur 2/33) vs chennai super kings #ipl2018 #cskvkxip",Karun Nair,0.0024086962824397084,0.5994
254,rashid and shakib al hasan to match up against bravo bravo has made 28 in 34 balls chennai super kings- 154/2 (16/20) watson- 98 in 49 balls rayudu- 8 in 12 balls #cskvsrh @sunilyashkalra #whistlepodu #orangearmy #ipl2018 #iplfinal pic.twitter.com/ukm2iql63v,Shakib Al Hasan,0.059256339977553585,0.5994
2105,chennai super kings xi @chennaiipl #ipl2018 shane watson ambati rayudu suresh raina faf du plessis ms dhoni (wk&c) dwayne bravo ravindra jadeja deepak chaharbhajan_singh imran tahir david willey / sharbhajan_singhdul thakur lungi ngidi #cskvsrh itûªs fixxxxxxxxxxx #finalteam,Imran Tahir,0.16925631152074633,0.5994
1359,"#vivoipl #perfectfan kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 153 all out in 19.4 overs ( karun nair 54; ngidi 4/10, thakur 2/33) vs chennai super kings #ipl2018 #cskvskxip live updates: http:// goo.gl/3amhhl live scorecard: http:// goo.gl/cdz3i7 pic.twitter.com/8zlvmwrteq",Karun Nair,0.001578618715180573,0.5994
1149,sandeep sharbhajan_singhma ... beautiful bowling #bringthetrophyhome #srh #srhvcsk #ipl2018final #ipl2018 #orangearmybringitback #orangearmy,Sandeep Sharma,0.0028821332183548826,0.5994
892,wicket beautiful from yuzvendra chahal . gets marcus stoinis yorked and shatters the stumps. kxip 50/4 after 6.5 overs. #ipl2018 #kxipvrcb,Yuzvendra Chahal,0.0022015613568427974,0.5994
255,rashid and shakib al hasan against dhoni dhoni has scored a combined 24 off 33 balls against them chennai super kings- 145/2 (14/20) watson- 97 in 48 balls raina- 32 in 24 balls: out c goswami b brathwaite #cskvsrh @sunilyashkalra #whistlepodu #orangearmy #ipl2018 #iplfinal pic.twitter.com/myysr61hzy,Shakib Al Hasan,0.06378868618218557,0.5994
2091,towards the end he was just trying to place a few. #srh_vs_csk #ipl2018 #csk #wins qualifier 1 #faf du plessis #chennai super kings #matchwinninginnings #indiant20league #ipl2018 #indianplayerzpotleague #playandwin pic.twitter.com/di297x6uje,Faf du Plessis,0.03652892581065012,0.5994
982,chennai super kings xi @chennaiipl #ipl2018 shane watson ambati rayudu suresh raina faf du plessis ms dhoni (wk&c) dwayne bravo ravindra jadeja deepak chaharbhajan_singh imran tahir david willey / sharbhajan_singhdul thakur lungi ngidi #cskvsrh itûªs fixxxxxxxxxxx #finalteam,Ravindra Jadeja,0.16925631152074633,0.5994
2096,"from mithali raj to suresh raina, here's how cricketing world reacted to faf du plessis brilliance : http:// goo.gl/qfrgk1 #cskvsrh #srhvcsk #qualifier1 #ipl2018 https:// crickettrolls.com/2018/05/23/cri cket-fraternity-reacts-to-fafdu_fafdu_plessis_fafdu_plessis-du-fafdu_plessis-brilliant-innings-handinesh_dinesh_dinesh_dinesh_dinesh_dinesh_karthikkikhikthikh_dinesh_dinesh_dinesh_dinesh_dinesh_karthikkikhikthikg-csk-a-berth-in-the-ipl-2018-final/ û_",Faf du Plessis,0.026447302001462364,0.5994
1033,"@rajasthanroyals surely plays with one dummy player (stuart_stuart_binny binny), and one jackpot player for opposition ( jaydev jaydev_unadkat ) #kkrvrr #rrvkkr #ipl2018",Jaydev Unadkat,0.0018657326818646263,0.5994
979,"chennai super kings xi: shane watson, faf du plessis, suresh raina, ambati rayudu, ms dhoni, dwayne bravo, ravindra jadeja , deepak chaharbhajan_singh, karn sharbhajan_singhma, sharbhajan_singhdul thakur, lungi ngidi #cskvsrh , #ipl2018 , #iplfinal",Ravindra Jadeja,0.1807909839412135,0.5994
2081,"chennai super kings xi: shane watson, faf du plessis , suresh raina, ambati rayudu, ms dhoni, dwayne bravo, ravindra jadeja, deepak chaharbhajan_singh, karn sharbhajan_singhma, sharbhajan_singhdul thakur, lungi ngidi #cskvsrh , #ipl2018 , #iplfinal",Faf du Plessis,0.1807909839412135,0.5994
2907,dear afghanistan please give us #rashidkhan we will give you ajinkya rahane manish pandey jaydev unadkat and stuart binny . #ipl2018,Stuart Binny,0.0020313919593527947,0.5994
2573,"karn ankit_sharbhajan_singhma is lucky for franchises, his third successive ipl title with all different franchise #cskvsrh #ipl2018final #ipl2018 #whistlepodu",Karn Sharma,0.002174291396061512,0.5994
2956,"#ipl2018 #cskvkxip kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 102/5 in 15 overs vs chennai super kings. karun nair 20*, axar harshal_patel 4*. last 2 wickets - david miller 24, manoj tiwary 35 https://www. indiatoday.in/sports/story/i pl-2018-csk-vs-kxip-live-cricket-score-ravindra_jadeja-bravo-strike-to-leave-kxip-reeling-1237496-2018-05-20 û_",David Miller,0.001484762926842604,0.5994
741,#ipl2018 awards... player of the final: shane watson (csk) emerging player: rishab_ab_ab_villiersliers_ab_ab_villiersliersh pant (dd) stylish player: rishab_ab_ab_villiersliers_ab_ab_villiersliersh pant (dd) intellgent thinking: ms dhoni (csk) fairplay: mumbai indians most valuab_ab_ab_villiersliers_ab_ab_villiersliersle player: sunil narine (kkr) super striker: sunil narine (kkr),MS Dhoni,0.20935056368939772,0.5994
2080,"chennai super kings xi: shane watson, faf du plessis , suresh raina, ambati rayudu, ms dhoni, dwayne bravo, ravindra jadeja, deepak chaharbhajan_singh, karn sharbhajan_singhma, sharbhajan_singhdul thakur, lungi ngidi #cskvsrh , #ipl2018 , #iplfinal",Faf du Plessis,0.1807909839412135,0.5994
1923,"#ipl2018 #cskvkxip kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 102/5 in 15 overs vs chennai super kings. karun nair 20*, axar harshal_patel 4*. last 2 wickets - david miller 24, manoj tiwary 35 https://www. indiatoday.in/sports/story/i pl-2018-csk-vs-kxip-live-cricket-score-ravindra_jadeja-bravo-strike-to-leave-kxip-reeling-1237496-2018-05-20 û_",Axar Patel,0.001484762926842604,0.5994
2079,"chennai super kings (playing xi): shane watson, faf du plessis , suresh raina, ambati rayudu, ms dhoni(w/c), dwayne bravo, ravindra jadeja, deepak chaharbhajan_singh, karn sharbhajan_singhma, sharbhajan_singhdul thakur, lungi ngidi. #srhvcsk #vivoiplonstar #vivoipl #ipl2018 #ipl2018final",Faf du Plessis,0.17013703800552704,0.5994
1405,dear afghanistan please give us #rashidkhan we will give you ajinkya rahane manish pandey jaydev unadkat and stuart binny. #ipl2018,Ajinkya Rahane,0.0020313919593527947,0.5994
978,"chennai super kings (playing xi): shane watson, faf du plessis, suresh raina, ambati rayudu, ms dhoni(w/c), dwayne bravo, ravindra jadeja , deepak chaharbhajan_singh, karn sharbhajan_singhma, sharbhajan_singhdul thakur, lungi ngidi. #srhvcsk #vivoiplonstar #vivoipl #ipl2018 #ipl2018final",Ravindra Jadeja,0.17013703800552704,0.5994
756,#jetairways crew joins with chennai super kings celebrations #csk #ipl2018 #dhoni #shanewatson #sureshraina #chennaisuperkings #day2daycinema #day2daynews,Suresh Raina,0.0246184859502312,0.5994
1383,"#ipl2018 #cskvkxip kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 153-all out (19.4 overs) vs chennai super kings in pune. karun nair 54, lungi ngidi 4/10, sharbhajan_singhdul thakur 2/33, dwayne bravo 2/39 https://www. indiatoday.in/sports/story/i pl-2018-csk-vs-kxip-live-cricket-score-lungi-ngidi-double-rocks-kxip-1237496-2018-05-20 û_",Karun Nair,0.001397354754615105,0.5994
1009,dear afghanistan please give us #rashidkhan we will give you ajinkya rahane manish pandey jaydev unadkat and stuart binny. #ipl2018,Jaydev Unadkat,0.0020313919593527947,0.5994
2,#ipl2018 awards... player of the final: shane watson (csk) emerging player: rishab_ab_ab_villiersliers_ab_ab_villiersliersh pant (dd) stylish player: rishab_ab_ab_villiersliers_ab_ab_villiersliersh pant (dd) intellgent thinking: ms dhoni (csk) fairplay: mumbai indians most valuab_ab_ab_villiersliers_ab_ab_villiersliersle player: sunil narine (kkr) super striker: sunil narine (kkr),Sunil Narine,0.20935056368939772,0.5994
980,"chennai super kings xi: shane watson, faf du plessis, suresh raina, ambati rayudu, ms dhoni, dwayne bravo, ravindra jadeja , deepak chaharbhajan_singh, karn sharbhajan_singhma, sharbhajan_singhdul thakur, lungi ngidi #cskvsrh , #ipl2018 , #iplfinal",Ravindra Jadeja,0.1807909839412135,0.5994
1164,rashid - rashid - rashid and rashid.. well played man. congratulations to srh. very bad shot selection by robin uthappa and lynn. can't believe! why? man #ipl2018 #kkrvssrh #amikkr #kkrhaitaiyaar,Robin Uthappa,0.06915940792084115,0.5992
1133,"the hero of qualifier 1 departs! faf gone for 10(11), skies a caught&bowled to sandeep sharbhajan_singhma . #ipl2018 #iplfinal #cskvsrh",Sandeep Sharma,0.055516030844484504,0.5983
1138,"the hero of qualifier 1 departs! faf gone for 10(11), skies a caught&bowled to sandeep sharbhajan_singhma . #ipl2018 #iplfinal #cskvsrh",Sandeep Sharma,0.055516030844484504,0.5983
1176,"#ipl2018playoffs #ipl2018 #srhvkkr qualifier 2: out! robin uthappa b rashid 2 (8 balls). kolkata knight riders 93/3 in 10.1 overs, need 82 from 59 balls vs sunrikane_williamsons hyderab_ab_ab_villiersliers_ab_ab_villiersliersad (174/7) https://www. indiatoday.in/sports/story/i pl-2018-qualifier-2-srh-v-kkr-live-cricket-score-srh-strike-with-rana-run-out-1241674-2018-05-25 û_",Robin Uthappa,0.016409920358760124,0.5983
1917,wicket! axar harshal_patel dismissed for 14 as sam billings takes a fantastic catch. #ipl2018 #vivoipl #cskvkxip https://www. deccanchris_chris_morris_chris_chris_morris_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayle_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayleonicle.com/sports/cricket /200518/live-indian-premier-league-chennai-super-kings-kings-xi-punjab_ab_ab_villiersliers_ab_ab_villiersliers-msdhoni-c.html û_,Axar Patel,0.001830347645122624,0.5983
1135,"the hero of qualifier 1 departs! faf gone for 10(11), skies a caught&bowled to sandeep sharbhajan_singhma . #ipl2018 #iplfinal #cskvsrh",Sandeep Sharma,0.055516030844484504,0.5983
2531,#ipl2018 #kxipvsrcb mayank agarwal drops a difficult chance at deep midwicket. absolutely nothing has gone right for #kxip tonight. #rcb 79/0 in 7 overs. just 10 more to win! live: http:// scroll.in/field/a/878995,Mayank Agarwal,0.0015875948521833626,0.5954
1407,""" ajinkya rahane rang the bell last tim_tim_southeee, and he lost""- sanjay manjeradinesh_dinesh_dinesh_dinesh_karthikkikhik. this was literally the way comm-box opened. i don't know ab_ab_ab_villiersliers_ab_ab_villiersliersout you @starsportsindia but #selectdugout does a better job. switched immediately after i heard sanjay say that. #kkrvsrh #ipl2018",Ajinkya Rahane,0.0012243832844009207,0.5927
661,#ipl picked @trent_trent_boultt_trent_boult_trent_boult 's catch as the 'catch of the season' but @rcbtweets crowned @abdevilliers17 for taking the most stunning catch of the season. #ipl2018 https:// circleofcricket.com/category/ipl_2 018/22101/ipl-2018-royal-challengers-bangalore-pick-ab_ab_ab_villiersliers_ab_ab_villiersliers-de-ab_ab_villiersliers-catch-as-the-catch-of-the-season û_,Trent Boult,0.0011839197513896676,0.5913
